grupo,region,municipio,trabajo,actividad,cumple
Grupo 2 Zona Sur,Metro Sur,Caldas,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,Toledo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 1 Zona Norte,Regional Norte,Toledo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 1 Zona Norte,Regional Norte,Toledo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Regional Norte,Toledo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Regional Norte,Don Matías,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Andrés de Cuerquia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Cañasgordas,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Andrés de Cuerquia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Toledo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Sopetrán,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Maceo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Maceo,Movimiento de redes,Red Secundaria,NO
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Oriente,Marinilla,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Marinilla,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Giraldo,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Abriaquí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Occidente,Giraldo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Oriente,Cocorná,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Occidente,Peque,Daños,Tipo 3,NO
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 3,NO
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Occidente,Dabeiba,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Movimiento de redes,Red Primaria,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Nare,Daños,Tipo 2,NO
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Suroeste,Titiribí,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Urrao,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,Caicedo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Urrao,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Sopetrán,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Sabanalarga,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Occidente,Anzá,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,Olaya,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,Caicedo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,Sabanalarga,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Sabanalarga,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Urrao,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Daños,Tipo 3,NO
Grupo 1 Zona Norte,Oriente,Abejorral,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Movimiento de redes,Red Secundaria,SI
Grupo 1 Zona Norte,Oriente,Sonsón,Mantenimiento,PROYE - Proyecto,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Daños,Tipo 4,NO
Grupo 1 Zona Norte,Regional Norte,Campamento,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Oriente,Sonsón,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Oriente,Sonsón,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Abejorral,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Andrés de Cuerquia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Movimiento de redes,Red Secundaria,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,San Luis,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Oriente,Puerto Triunfo,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Oriente,Abejorral,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Granada,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Heliconia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Suroeste,Armenia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Suroeste,Montebello,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Maceo,Daños,Tipo 4,NO
Grupo 2 Zona Sur,Nordeste y MM,Maceo,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,Urrao,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Urrao,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Maceo,Daños,Tipo 4,NO
Grupo 2 Zona Sur,Occidente,Caicedo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,Caicedo,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 3,NO
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,NO
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 4,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Puerto Triunfo,Movimiento de redes,Tipo 1,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Andrés de Cuerquia,Movimiento de redes,Red Secundaria,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Regional Norte,Don Matías,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,Dabeiba,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,Don Matías,Mantenimiento,PROYE - Proyecto,SI
